Lead_id,Customer_id,Campaign_id,Branch_id,Lead_date,Lead_source,Lead_status,Assigned_Salesperson_id,Expected_budget,Interested_car_Segment,Conversion_date
3517,18,NULL,3,2022-09-11,Referral,Lost,24,2784347.85,Sedan,NULL
3518,1116,10,4,2022-06-26,Referral,Lost,NULL,3765767.12,Sedan,NULL
3519,1161,NULL,3,2024-04-21,Website,Qualified,24,4104080.89,SUV,NULL
3520,311,NULL,7,2022-09-02,Google,Converted,50,644335.13,Sedan,2022-09-14
3521,993,5,6,2022-04-07,Referral,Lost,NULL,4327417.13,Sedan,NULL
3522,1086,8,7,2022-12-20,Website,Contacted,50,4236122.12,Sedan,NULL
3523,118,4,6,2024-08-24,Facebook,Converted,49,3824768.48,Sedan,2024-09-21
3524,733,NULL,2,2023-04-15,Facebook,Qualified,16,1921918.83,Sedan,NULL
3525,925,9,8,2023-04-11,Facebook,Lost,58,1503388.54,Luxury,NULL
3526,106,NULL,7,2022-10-11,Google,Qualified,55,2980565.07,Hatchback,NULL
3527,504,7,5,2024-09-22,Referral,Open,38,2270578.03,SUV,NULL
3528,426,NULL,2,2023-06-02,Google,Qualified,19,444296.62,Sedan,NULL
3529,512,7,3,2022-03-31,Google,Lost,22,525916.29,Hatchback,NULL
3530,1084,3,1,2024-10-28,Facebook,Lost,7,2244142.94,SUV,NULL
3531,486,14,6,2023-02-16,Google,Lost,44,4013051.03,Hatchback,NULL
3532,532,12,7,2023-10-08,Facebook,Converted,54,1510110.15,SUV,2023-11-04
3533,1008,10,2,2024-07-15,Website,Converted,16,4139885.49,SUV,2024-09-10
3534,31,7,7,2023-03-25,Facebook,Converted,50,3650946.79,Luxury,2023-04-08
3535,806,10,1,2023-07-24,Website,Contacted,NULL,2999625.27,SUV,NULL
3536,807,4,1,2023-04-07,Walk-in,Qualified,6,2557132.71,SUV,NULL
3537,189,NULL,5,2022-10-22,Google,Contacted,38,2549716.74,Luxury,NULL
3538,297,NULL,1,2023-12-04,Google,Qualified,6,1277836.54,SUV,NULL
3539,1111,5,4,2022-03-19,Google,Contacted,33,2666471.93,SUV,NULL
3540,68,15,5,2023-01-06,Website,Converted,NULL,4304936.19,Sedan,2023-02-21
3541,643,13,1,2022-05-26,Website,Qualified,4,4946491.35,Luxury,NULL
3542,526,10,8,2023-08-08,Facebook,Lost,58,1585525.04,Luxury,NULL
3543,357,9,6,2024-02-05,Google,Qualified,NULL,5210800.22,SUV,NULL
3544,783,6,5,2024-10-28,Referral,Converted,42,707069.54,SUV,2024-11-29
3545,516,NULL,8,2022-03-01,Website,Converted,58,4506541.23,SUV,2022-03-28
3546,504,NULL,8,2024-10-21,Walk-in,Open,60,2952692.74,Hatchback,NULL
3547,1085,NULL,5,2023-05-05,Website,Converted,NULL,3734180.47,Hatchback,2023-06-21
3548,419,12,2,2022-06-14,Website,Qualified,12,4484659.26,SUV,NULL
3549,346,9,6,2023-03-19,Email,Open,49,4935306.15,Hatchback,NULL
3550,894,NULL,7,2024-01-18,Email,Lost,52,1720678.46,SUV,NULL
3551,1032,13,5,2023-08-07,Email,Lost,42,4774380.38,Sedan,NULL
3552,234,1,6,2023-01-23,TV,Qualified,46,2162267.04,Hatchback,NULL
3553,344,12,6,2023-03-21,Google,Lost,43,5058955.82,Sedan,NULL
3554,233,NULL,2,2022-04-06,Google,Converted,NULL,2531042.79,SUV,2022-04-30
3555,897,5,7,2024-10-28,Website,Lost,51,1649747.19,SUV,NULL
3556,264,NULL,2,2024-06-05,Facebook,Converted,17,5839057.18,Hatchback,2024-07-18
3557,779,15,8,2023-01-12,Facebook,Open,57,3315760.43,Hatchback,NULL
3558,1017,6,2,2024-07-22,Facebook,Qualified,17,5462765.22,Hatchback,NULL
3559,262,15,8,2024-11-06,Google,Contacted,57,3820263.79,SUV,NULL
3560,1053,1,8,2022-10-20,TV,Contacted,57,4335306.20,SUV,NULL
3561,19,NULL,8,2024-01-11,Facebook,Open,NULL,1289591.21,Sedan,NULL
3562,1127,NULL,5,2023-04-14,Google,Lost,36,3165209.18,Sedan,NULL
3563,46,14,8,2023-01-13,Email,Lost,57,4066406.14,Luxury,NULL
3564,654,9,1,2022-02-07,Google,Contacted,NULL,4958725.33,SUV,NULL
3565,430,12,8,2022-08-01,Website,Lost,57,5768202.65,Hatchback,NULL
3566,126,2,8,2022-11-09,Website,Contacted,NULL,929213.27,Luxury,NULL
3567,888,3,8,2022-07-12,Google,Lost,56,1487537.88,Hatchback,NULL
3568,145,8,2,2023-04-20,Email,Contacted,17,715008.03,Sedan,NULL
3569,721,11,7,2024-03-09,Walk-in,Contacted,50,4109302.06,Hatchback,NULL
3570,908,7,6,2024-03-15,Walk-in,Lost,NULL,4537528.22,Sedan,NULL
3571,981,10,2,2022-09-01,Google,Converted,11,1096513.91,SUV,2022-10-29
3572,900,14,5,2023-04-13,Google,Lost,42,4517986.49,SUV,NULL
3573,324,NULL,6,2022-01-06,Referral,Converted,NULL,2759106.27,SUV,2022-01-14
3574,15,NULL,2,2024-06-04,Website,Contacted,17,3611158.05,SUV,NULL
3575,106,NULL,1,2023-09-12,Google,Contacted,NULL,2192764.25,Hatchback,NULL
3576,258,11,7,2022-10-26,Facebook,Qualified,NULL,1557723.65,Sedan,NULL
3577,597,10,5,2023-01-01,Walk-in,Qualified,NULL,1209054.27,Sedan,NULL
3578,340,12,4,2022-09-29,TV,Contacted,32,3488480.36,Luxury,NULL
3579,929,6,7,2022-01-16,Walk-in,Contacted,54,495897.79,SUV,NULL
3580,1122,NULL,6,2022-06-12,Email,Lost,48,4433306.31,SUV,NULL
3581,418,12,5,2023-10-11,Walk-in,Contacted,42,1114360.77,SUV,NULL
3582,642,8,8,2022-01-18,Walk-in,Lost,57,5025118.59,SUV,NULL
3583,754,6,3,2024-11-10,Google,Converted,25,2505717.26,Sedan,2024-12-24
3584,1061,13,4,2024-05-03,Email,Qualified,33,3506999.39,Hatchback,NULL
3585,938,15,6,2024-02-02,Google,Contacted,NULL,5150388.88,Hatchback,NULL
3586,674,11,4,2022-08-07,Referral,Lost,31,4219224.61,SUV,NULL
3587,538,NULL,8,2024-07-22,Website,Qualified,57,1379273.78,Hatchback,NULL
3588,1192,2,1,2024-02-27,Google,Converted,4,4498984.62,Sedan,2024-04-03
3589,508,NULL,2,2022-04-26,Facebook,Contacted,19,3772245.96,SUV,NULL
3590,440,11,6,2022-07-06,Referral,Contacted,NULL,2222997.94,SUV,NULL
3591,177,15,7,2022-01-11,Facebook,Lost,50,5057461.00,Sedan,NULL
3592,225,4,1,2023-05-01,Google,Qualified,NULL,1389204.85,Hatchback,NULL
3593,695,7,5,2024-08-21,Email,Lost,42,2494959.35,SUV,NULL
3594,25,12,3,2022-07-05,Website,Contacted,24,887497.05,Luxury,NULL
3595,738,15,6,2023-04-01,Website,Converted,44,1666510.19,Sedan,2023-05-22
3596,439,8,6,2023-08-15,Facebook,Contacted,45,1506873.89,Hatchback,NULL
3597,917,15,5,2022-03-18,Google,Qualified,42,5513261.25,Hatchback,NULL
3598,350,10,3,2024-06-09,Email,Qualified,NULL,5674250.40,SUV,NULL
3599,412,NULL,1,2022-04-26,Walk-in,Contacted,2,3138312.64,SUV,NULL
3600,312,15,2,2022-01-22,Referral,Converted,19,3286851.28,Sedan,2022-01-30
3601,136,NULL,4,2024-08-04,Website,Contacted,NULL,4385430.66,SUV,NULL
3602,763,13,5,2024-05-17,Referral,Converted,42,811244.03,SUV,2024-07-10
3603,935,NULL,3,2022-02-08,Facebook,Open,23,3605377.04,SUV,NULL
3604,828,11,2,2024-03-06,TV,Converted,12,1526674.28,Sedan,2024-03-13
3605,355,NULL,8,2022-08-20,Referral,Converted,58,2323284.06,SUV,2022-10-18
3606,874,NULL,2,2022-10-14,Walk-in,Converted,19,2010510.90,Hatchback,2022-11-06
3607,1128,2,5,2023-11-21,TV,Lost,38,4300897.47,SUV,NULL
3608,338,8,4,2023-04-16,Website,Qualified,NULL,3011656.23,Sedan,NULL
3609,635,8,5,2024-02-16,Website,Contacted,NULL,2383056.02,Luxury,NULL
3610,630,3,2,2022-11-18,Website,Contacted,NULL,2265626.84,SUV,NULL
3611,521,2,1,2024-04-24,Walk-in,Converted,9,677387.87,Sedan,2024-05-28
3612,875,2,3,2023-03-31,Website,Converted,25,456318.82,Hatchback,2023-04-09
3613,814,NULL,6,2022-01-19,Website,Open,NULL,444443.23,SUV,NULL
3614,1075,13,6,2022-06-25,Website,Lost,49,5941888.11,Sedan,NULL
3615,1031,12,8,2024-06-26,Website,Converted,58,5688700.14,SUV,2024-07-01
3616,897,8,3,2022-06-13,Website,Qualified,24,2951111.94,Luxury,NULL
3617,556,4,1,2023-08-24,Walk-in,Qualified,NULL,3531915.81,SUV,NULL
3618,157,8,1,2023-07-06,Referral,Lost,7,4170801.13,Sedan,NULL
3619,206,11,5,2023-08-18,Referral,Open,NULL,2530365.43,Sedan,NULL
3620,84,10,2,2022-07-25,Google,Open,19,767883.20,Hatchback,NULL
3621,1104,8,1,2022-11-04,Website,Qualified,4,4313909.74,SUV,NULL
3622,746,11,1,2023-09-03,Website,Lost,2,2270372.76,Hatchback,NULL
3623,139,9,8,2022-09-01,Walk-in,Qualified,57,1543321.52,Hatchback,NULL
3624,165,NULL,3,2022-02-16,Facebook,Lost,24,4250816.48,SUV,NULL
3625,285,14,4,2022-06-02,Google,Converted,33,965620.46,SUV,2022-07-05
3626,145,NULL,3,2024-05-05,Facebook,Lost,NULL,5409097.66,Hatchback,NULL
3627,727,8,5,2024-07-13,Google,Open,NULL,1086293.78,SUV,NULL
3628,1068,9,7,2022-05-27,TV,Contacted,NULL,783102.83,Sedan,NULL
3629,192,14,8,2024-04-28,Google,Qualified,57,4853936.49,SUV,NULL
3630,981,9,7,2022-12-11,Facebook,Lost,50,3784742.38,Sedan,NULL
3631,1164,8,3,2023-03-23,Referral,Lost,20,1421997.22,SUV,NULL
3632,1034,7,4,2022-03-01,Facebook,Qualified,31,1115638.80,Hatchback,NULL
3633,1077,8,8,2023-09-03,Walk-in,Lost,57,2184180.56,Luxury,NULL
3634,613,8,5,2022-04-27,Website,Qualified,42,3005634.97,SUV,NULL
3635,799,9,8,2023-01-28,Website,Lost,57,2652130.00,Sedan,NULL
3636,1100,13,3,2022-12-16,Google,Open,25,5409825.95,SUV,NULL
3637,4,6,2,2022-11-30,TV,Contacted,19,1460508.64,SUV,NULL
3638,610,4,7,2023-08-09,Walk-in,Lost,50,4169603.49,Hatchback,NULL
3639,410,11,2,2023-04-06,Website,Contacted,17,4699033.89,SUV,NULL
3640,382,2,3,2022-05-04,Walk-in,Lost,21,2483516.89,Hatchback,NULL
3641,258,NULL,2,2022-02-05,Facebook,Open,NULL,578443.45,Luxury,NULL
3642,201,NULL,8,2024-03-11,Website,Lost,58,610127.06,Hatchback,NULL
3643,1011,NULL,2,2022-08-27,TV,Lost,17,3539473.17,Hatchback,NULL
3644,480,6,5,2024-10-11,Facebook,Lost,40,2153699.51,Luxury,NULL
3645,796,NULL,5,2023-06-02,Facebook,Lost,NULL,2071166.89,SUV,NULL
3646,107,7,5,2023-09-02,Website,Open,42,659393.24,SUV,NULL
3647,640,NULL,3,2022-10-18,Walk-in,Converted,24,4233912.89,Sedan,2022-11-03
3648,1095,NULL,3,2022-05-15,Facebook,Converted,22,1758793.93,Hatchback,2022-06-19
3649,278,6,2,2023-08-08,TV,Lost,NULL,5691161.32,SUV,NULL
3650,481,3,3,2024-03-15,Google,Lost,21,2934088.10,SUV,NULL
3651,710,4,8,2023-06-26,Website,Open,58,1849867.05,Sedan,NULL
3652,930,NULL,1,2022-08-04,Referral,Lost,7,4521115.65,SUV,NULL
3653,725,2,2,2023-12-31,TV,Qualified,12,5920158.71,Sedan,NULL
3654,217,13,4,2024-11-27,Google,Lost,NULL,817939.92,Hatchback,NULL
3655,1055,5,5,2022-07-23,Website,Converted,42,697682.88,SUV,2022-07-30
3656,1072,10,7,2024-04-30,Email,Lost,54,934943.35,Sedan,NULL
3657,963,NULL,4,2023-04-15,Website,Contacted,29,3907843.66,Hatchback,NULL
3658,744,NULL,2,2023-07-27,Email,Qualified,11,1198952.62,Luxury,NULL
3659,537,4,1,2022-11-04,Email,Contacted,6,1351112.12,SUV,NULL
3660,461,15,5,2023-01-24,Referral,Lost,42,1060147.96,SUV,NULL
3661,1093,2,1,2024-09-05,Walk-in,Qualified,6,3395829.10,SUV,NULL
3662,1182,5,2,2024-10-06,TV,Contacted,17,2267492.43,Luxury,NULL
3663,405,7,2,2024-06-18,Website,Qualified,17,4018148.10,SUV,NULL
3664,529,NULL,7,2022-11-07,TV,Lost,55,970708.18,Luxury,NULL
3665,601,NULL,4,2023-06-24,Facebook,Qualified,32,4653499.98,SUV,NULL
3666,1,5,2,2022-09-22,Website,Contacted,19,1582207.63,Hatchback,NULL
3667,691,8,4,2023-10-30,Website,Contacted,35,3825814.02,SUV,NULL
3668,697,15,8,2024-02-29,Referral,Converted,58,443555.78,Hatchback,2024-03-11
3669,343,NULL,3,2024-01-26,Website,Converted,NULL,2651489.35,SUV,2024-02-28
3670,661,7,7,2023-04-11,Walk-in,Converted,50,4974404.14,Sedan,2023-05-28
3671,622,NULL,5,2022-12-15,Walk-in,Lost,36,5320175.88,Sedan,NULL
3672,6,NULL,1,2023-09-05,Walk-in,Lost,7,5396041.94,Hatchback,NULL
3673,810,7,7,2022-09-30,Website,Open,NULL,5806080.27,SUV,NULL
3674,1126,NULL,4,2024-08-26,Google,Converted,33,3537858.67,Sedan,2024-09-29
3675,1017,8,4,2023-08-09,Walk-in,Qualified,28,2364113.63,SUV,NULL
3676,1165,12,2,2023-05-22,Google,Lost,NULL,3219346.30,Luxury,NULL
3677,57,NULL,4,2022-10-18,Google,Open,33,5842401.01,SUV,NULL
3678,862,12,1,2022-04-16,Google,Converted,6,3914895.19,Sedan,2022-05-16
3679,981,NULL,4,2023-02-06,TV,Converted,NULL,3684462.09,SUV,2023-02-11
3680,989,12,8,2023-11-03,Referral,Contacted,57,1706437.73,SUV,NULL
3681,676,1,1,2023-10-25,Website,Qualified,NULL,1952919.69,Sedan,NULL
3682,329,11,6,2024-06-09,Walk-in,Contacted,48,2046158.21,Hatchback,NULL
3683,384,9,1,2022-07-08,Website,Qualified,4,2405123.71,SUV,NULL
3684,1062,8,8,2022-11-09,Walk-in,Contacted,57,2168080.51,SUV,NULL
3685,325,2,1,2022-06-26,Walk-in,Converted,4,1630009.72,SUV,2022-06-30
3686,902,1,1,2023-03-06,Walk-in,Contacted,8,2987082.56,SUV,NULL
3687,199,4,3,2023-07-24,Walk-in,Lost,NULL,897201.63,SUV,NULL
3688,564,NULL,5,2022-05-12,Email,Contacted,42,4458485.27,Hatchback,NULL
3689,406,12,5,2023-02-27,Facebook,Converted,40,1550994.85,Sedan,2023-03-11
3690,952,10,2,2022-10-28,Facebook,Contacted,19,2900266.27,Sedan,NULL
3691,470,1,7,2022-10-29,TV,Lost,54,1898067.82,SUV,NULL
3692,844,1,2,2022-06-01,Walk-in,Open,16,5521088.16,SUV,NULL
3693,1184,3,8,2024-10-10,Facebook,Qualified,57,2925310.54,Hatchback,NULL
3694,984,7,5,2023-11-06,Google,Qualified,NULL,3318670.16,SUV,NULL
3695,757,NULL,2,2022-01-01,Google,Lost,12,3962071.68,Sedan,NULL
3696,60,15,1,2024-05-21,Walk-in,Converted,6,2082496.25,Hatchback,2024-07-12
3697,1075,3,3,2023-01-31,Website,Contacted,22,1550080.69,SUV,NULL
3698,944,NULL,1,2022-07-06,Referral,Qualified,4,968918.49,Hatchback,NULL
3699,263,NULL,8,2023-06-02,Email,Contacted,NULL,4429187.59,Hatchback,NULL
3700,279,10,3,2024-09-16,Walk-in,Qualified,24,4738903.40,SUV,NULL
3701,346,NULL,3,2023-01-10,Facebook,Contacted,24,4091276.81,Hatchback,NULL
3702,704,NULL,3,2022-12-10,Facebook,Qualified,25,2927342.27,Sedan,NULL
3703,815,11,4,2023-06-22,Facebook,Qualified,33,2050253.34,Hatchback,NULL
3704,593,6,7,2023-12-01,Facebook,Qualified,55,2582667.27,Luxury,NULL
3705,1199,14,1,2023-08-26,Email,Qualified,7,5478990.29,SUV,NULL
3706,685,10,2,2022-11-14,Facebook,Lost,12,1654461.78,Sedan,NULL
3707,712,1,5,2024-06-03,Website,Contacted,NULL,3800175.14,SUV,NULL
3708,1143,6,4,2023-12-28,Google,Lost,NULL,3755157.20,SUV,NULL
3709,1023,13,7,2022-09-17,Walk-in,Contacted,55,2827333.35,SUV,NULL
3710,1052,9,4,2023-08-09,Walk-in,Contacted,NULL,3095104.57,SUV,NULL
3711,1152,NULL,8,2024-08-27,Website,Lost,57,1988371.71,SUV,NULL
3712,1185,NULL,5,2023-10-15,Website,Contacted,38,3058721.71,Hatchback,NULL
3713,493,14,1,2024-02-04,Facebook,Contacted,7,4300650.41,SUV,NULL
3714,315,9,3,2023-11-14,Facebook,Qualified,24,2341150.58,Hatchback,NULL
3715,635,NULL,2,2023-10-07,Facebook,Lost,19,4787732.49,SUV,NULL
3716,107,NULL,1,2024-03-30,Facebook,Lost,7,5358261.40,SUV,NULL
3717,465,NULL,3,2023-01-31,Walk-in,Contacted,25,690166.32,Luxury,NULL
3718,1117,NULL,5,2022-04-01,Google,Lost,42,4843293.62,SUV,NULL
3719,405,NULL,5,2024-10-08,Google,Converted,NULL,3135915.24,SUV,2024-11-11
3720,1160,3,7,2024-11-10,Google,Contacted,55,1487600.83,SUV,NULL
3721,72,11,8,2022-08-14,Website,Contacted,57,5444746.16,Hatchback,NULL
3722,737,11,4,2023-10-19,Website,Qualified,33,3011834.16,Hatchback,NULL
3723,405,NULL,8,2023-03-20,TV,Contacted,NULL,2321626.98,Sedan,NULL
3724,95,2,5,2024-01-08,Facebook,Converted,38,831987.37,SUV,2024-02-11
3725,908,5,2,2023-07-03,Website,Qualified,11,5597338.22,Sedan,NULL
3726,348,NULL,8,2023-03-07,Website,Lost,NULL,3780970.61,Hatchback,NULL
3727,461,12,4,2024-02-28,Facebook,Converted,33,1840232.62,Hatchback,2024-03-21
3728,62,8,7,2024-07-28,Google,Contacted,50,3634422.81,SUV,NULL
3729,135,NULL,6,2022-09-19,Referral,Contacted,43,3943684.38,Hatchback,NULL
3730,1105,8,3,2023-08-11,Walk-in,Contacted,25,1811047.88,Sedan,NULL
3731,1124,15,8,2023-08-27,Referral,Lost,57,5474813.63,SUV,NULL
3732,302,14,7,2023-01-25,Website,Contacted,50,1277857.44,SUV,NULL
3733,1175,NULL,4,2024-11-08,Walk-in,Lost,33,1541290.16,Luxury,NULL
3734,906,7,4,2022-12-03,Facebook,Qualified,33,3659226.56,Hatchback,NULL
3735,1197,5,4,2024-02-25,Walk-in,Converted,NULL,948273.51,Sedan,2024-04-19
3736,248,11,8,2022-12-23,Walk-in,Contacted,56,3280062.75,Sedan,NULL
3737,941,NULL,3,2024-10-25,Website,Lost,23,3950815.91,Hatchback,NULL
3738,611,12,7,2022-12-27,Website,Contacted,52,4625886.49,Hatchback,NULL
3739,526,NULL,7,2024-07-12,Walk-in,Contacted,NULL,5482274.86,Hatchback,NULL
3740,1090,5,3,2023-01-06,Website,Converted,NULL,1667586.43,Hatchback,2023-03-05
3741,946,NULL,2,2023-10-15,Google,Contacted,19,3305819.31,Sedan,NULL
3742,1132,9,1,2023-01-04,Google,Qualified,NULL,4701430.18,Sedan,NULL
3743,267,10,2,2023-07-29,Walk-in,Converted,19,4286318.07,Hatchback,2023-08-26
3744,490,5,1,2022-02-06,Website,Qualified,NULL,5544162.76,Sedan,NULL
3745,570,1,7,2024-09-29,Referral,Qualified,55,1794220.80,SUV,NULL
3746,1079,NULL,7,2024-04-21,Website,Lost,54,2426284.08,Hatchback,NULL
3747,412,15,7,2023-09-13,TV,Lost,50,5985646.21,SUV,NULL
3748,16,7,3,2024-11-25,Facebook,Contacted,24,424334.77,Luxury,NULL
3749,1099,6,8,2024-10-09,Website,Contacted,57,4079199.89,SUV,NULL
3750,896,NULL,1,2024-02-02,Google,Contacted,10,4276050.05,Hatchback,NULL
3751,235,2,3,2023-11-18,Walk-in,Open,NULL,2151532.05,SUV,NULL
3752,458,12,2,2022-12-29,Walk-in,Converted,19,3429423.15,Hatchback,2023-01-22
3753,1001,15,6,2024-04-03,Walk-in,Qualified,44,2860355.54,Luxury,NULL
3754,172,NULL,3,2023-06-01,Google,Converted,NULL,4915510.97,Hatchback,2023-06-27
3755,483,1,7,2022-08-20,Google,Contacted,50,5267860.88,SUV,NULL
3756,214,NULL,5,2023-06-08,Referral,Converted,36,632750.30,Hatchback,2023-07-25
3757,120,NULL,4,2023-06-17,Email,Qualified,33,2485049.53,Luxury,NULL
3758,1010,NULL,5,2023-01-21,Email,Qualified,NULL,5591518.00,SUV,NULL
3759,593,11,3,2023-10-25,Referral,Open,25,4875091.36,Luxury,NULL
3760,811,8,4,2024-03-21,Facebook,Contacted,33,5392716.35,Hatchback,NULL
3761,571,7,6,2023-01-11,Facebook,Lost,48,2806477.14,SUV,NULL
3762,57,10,1,2022-04-03,Referral,Converted,NULL,3549326.45,Sedan,2022-05-09
3763,190,11,6,2024-05-06,TV,Converted,45,2615615.31,Hatchback,2024-06-22
3764,1132,15,6,2023-06-07,Website,Contacted,NULL,2912411.91,SUV,NULL
3765,946,2,5,2024-03-25,Website,Qualified,40,5514233.01,SUV,NULL
3766,146,9,3,2024-10-29,Walk-in,Lost,24,2823194.55,Sedan,NULL
3767,366,15,8,2023-02-13,Email,Open,58,5031901.48,SUV,NULL
3768,1162,14,7,2024-03-05,Walk-in,Lost,54,1554057.23,Sedan,NULL
3769,43,10,7,2022-10-11,Google,Lost,50,5170063.14,SUV,NULL
3770,55,NULL,2,2022-12-12,Website,Contacted,19,1676457.98,SUV,NULL
3771,1023,13,8,2022-04-14,Email,Converted,NULL,779546.17,Luxury,2022-05-22
3772,632,7,2,2024-01-17,Facebook,Contacted,17,841175.18,SUV,NULL
3773,85,11,4,2024-03-02,Walk-in,Qualified,28,3224617.54,Hatchback,NULL
3774,453,2,4,2024-08-13,Website,Lost,29,4004595.55,Hatchback,NULL
3775,539,NULL,5,2022-03-26,Facebook,Lost,42,3939235.77,Hatchback,NULL
3776,505,11,1,2024-04-21,Referral,Lost,4,1347876.84,SUV,NULL
3777,168,2,4,2024-11-26,Facebook,Contacted,33,2922603.67,SUV,NULL
3778,1193,12,2,2023-11-12,Google,Lost,NULL,2085170.98,Luxury,NULL
3779,925,4,5,2022-03-15,Referral,Lost,42,4071862.39,SUV,NULL
3780,432,NULL,6,2023-12-11,Walk-in,Lost,NULL,2483448.75,SUV,NULL
3781,669,13,1,2024-08-09,Website,Lost,8,1672835.48,Sedan,NULL
3782,174,NULL,1,2023-12-01,Facebook,Contacted,6,1564220.35,Hatchback,NULL
3783,175,5,5,2022-03-27,Facebook,Qualified,42,2681779.20,SUV,NULL
3784,1043,15,6,2022-10-24,Email,Lost,NULL,4515114.97,Sedan,NULL
3785,1057,1,7,2023-11-28,Referral,Qualified,55,4737519.76,Sedan,NULL
3786,712,NULL,3,2024-03-16,Google,Lost,21,3075250.79,SUV,NULL
3787,1069,1,7,2022-09-10,Walk-in,Contacted,55,1299154.73,SUV,NULL
3788,226,NULL,7,2024-05-21,Google,Open,53,3119750.41,SUV,NULL
3789,1199,11,5,2023-12-31,Google,Open,38,5447722.29,SUV,NULL
3790,423,9,5,2022-01-13,Google,Lost,42,4108312.75,SUV,NULL
3791,1046,NULL,8,2024-07-14,Email,Contacted,NULL,3099547.33,SUV,NULL
3792,1102,NULL,2,2022-08-04,Google,Contacted,17,5470776.88,Sedan,NULL
3793,1130,2,1,2024-05-18,Walk-in,Open,NULL,2553613.84,Sedan,NULL
3794,1026,14,3,2024-02-16,Email,Open,NULL,5051709.84,Sedan,NULL
3795,333,10,8,2022-10-15,Website,Qualified,57,4669946.38,Hatchback,NULL
3796,290,4,4,2022-05-13,Referral,Qualified,33,3271713.15,Hatchback,NULL
3797,439,8,1,2023-01-26,Website,Converted,NULL,4661112.65,SUV,2023-03-01
3798,660,5,1,2023-07-14,Website,Lost,6,739817.89,SUV,NULL
3799,125,NULL,8,2024-07-25,Google,Converted,56,2655475.37,Luxury,2024-08-23
3800,373,7,2,2023-01-21,Facebook,Qualified,13,4941244.16,Sedan,NULL
3801,931,12,4,2023-12-12,Facebook,Open,NULL,4804577.13,Hatchback,NULL
3802,881,NULL,2,2024-07-13,Google,Contacted,19,2772371.55,Luxury,NULL
3803,574,12,4,2022-07-11,Website,Converted,NULL,4949334.10,Hatchback,2022-07-30
3804,910,14,6,2023-02-02,Walk-in,Qualified,43,4989778.12,SUV,NULL
3805,962,NULL,2,2022-03-23,Website,Lost,19,2912099.63,SUV,NULL
3806,293,15,8,2023-11-28,Facebook,Converted,NULL,934509.59,Hatchback,2024-01-16
3807,336,NULL,5,2023-07-24,Email,Lost,42,4322013.90,Hatchback,NULL
3808,828,NULL,5,2023-07-06,Google,Contacted,42,3735124.32,SUV,NULL
3809,775,7,7,2022-12-20,Walk-in,Qualified,54,1334719.01,SUV,NULL
3810,910,NULL,2,2023-01-19,Google,Converted,12,5613987.96,Sedan,2023-02-25
3811,1143,14,4,2022-04-06,Google,Lost,32,2547768.51,SUV,NULL
3812,75,12,2,2022-11-21,TV,Lost,15,1376861.99,Hatchback,NULL
3813,310,10,7,2022-01-10,Email,Lost,50,4630965.68,SUV,NULL
3814,389,2,1,2024-10-01,Google,Converted,6,2931802.19,SUV,2024-11-18
3815,533,NULL,8,2022-07-06,Walk-in,Converted,58,5544984.60,Hatchback,2022-07-11
3816,218,7,6,2023-02-09,Google,Qualified,NULL,1987826.04,SUV,NULL
3817,1144,1,7,2022-08-04,Website,Contacted,54,3216546.23,Luxury,NULL
3818,1178,NULL,8,2024-06-30,Email,Lost,NULL,1440383.70,SUV,NULL
3819,735,NULL,1,2024-08-09,Referral,Contacted,7,3509934.15,SUV,NULL
3820,890,6,3,2023-04-30,Facebook,Contacted,25,5850701.64,Hatchback,NULL
3821,132,NULL,1,2023-08-14,Referral,Lost,4,5660420.48,Hatchback,NULL
3822,382,15,7,2024-05-29,Referral,Qualified,NULL,2457716.68,Sedan,NULL
3823,697,11,7,2024-06-24,Website,Converted,54,693560.89,SUV,2024-07-05
3824,446,5,8,2023-09-19,Facebook,Open,56,5001376.65,SUV,NULL
3825,614,12,7,2022-11-20,Website,Contacted,54,4683020.70,Hatchback,NULL
3826,344,14,5,2023-12-02,Facebook,Lost,NULL,4173290.92,Luxury,NULL
3827,909,14,2,2023-04-27,Walk-in,Contacted,17,5712433.82,Hatchback,NULL
3828,732,4,6,2023-02-12,Walk-in,Qualified,45,4127307.51,SUV,NULL
3829,91,1,8,2024-08-06,Facebook,Open,57,4157304.22,SUV,NULL
3830,1142,9,4,2024-02-18,Google,Contacted,33,3247379.54,Sedan,NULL
3831,864,NULL,8,2023-06-05,Website,Lost,57,2533043.62,Hatchback,NULL
3832,467,5,1,2022-05-14,Facebook,Contacted,NULL,3287705.32,SUV,NULL
3833,1188,NULL,3,2024-09-07,Facebook,Lost,NULL,1419868.77,SUV,NULL
3834,605,7,2,2024-08-13,Website,Converted,11,1546245.02,Sedan,2024-09-12
3835,274,13,7,2023-03-10,Website,Converted,50,1425970.07,SUV,2023-04-20
3836,576,NULL,6,2023-06-27,Google,Qualified,47,5001134.46,SUV,NULL
3837,1149,6,4,2022-03-16,Email,Converted,34,881343.85,SUV,2022-04-18
3838,1122,4,1,2024-07-27,Google,Qualified,6,1519118.82,SUV,NULL
3839,719,11,3,2023-01-06,Walk-in,Contacted,21,4101035.58,Hatchback,NULL
3840,383,2,7,2024-08-18,Google,Qualified,NULL,4066005.43,Luxury,NULL
